Year, Month, Day, Hour, Hs [m], Tp [s], Tz [s], Dm [deg]
350,7,15,6,1.34,6.38,4.73,334.53
350,7,15,9,1.24,6.4,4.71,333.89
350,7,15,12,1.18,6.42,4.68,332.59
350,7,15,15,1.16,6.4,4.63,330.52
350,7,15,18,1.14,6.41,4.61,328.33
350,7,15,21,1.12,6.43,4.61,326.99
350,7,16,0,1.07,6.55,4.68,327.55
350,7,16,3,1.01,6.7,4.83,328.47
350,7,16,6,0.97,6.83,4.96,328.75
350,7,16,9,0.93,6.93,5.06,328.71
350,7,16,12,0.91,7.02,5.14,328.57
350,7,16,15,0.89,7.08,5.2,328.5
350,7,16,18,0.87,7.12,5.24,328.58
350,7,16,21,0.86,7.15,5.27,328.83
350,7,17,0,0.85,7.16,5.23,329.48
350,7,17,3,0.86,7.1,5.03,331.52
350,7,17,6,0.89,6.8,4.82,334.52
350,7,17,9,0.95,6.57,4.66,337.38
350,7,17,12,1.02,6.44,4.57,339.1
350,7,17,15,1.11,6.25,4.56,339.81
350,7,17,18,1.28,6.05,4.57,339.41
350,7,17,21,1.63,6.03,4.73,338.84
350,7,18,0,1.98,6.3,4.96,338.5
350,7,18,3,2.19,6.59,5.15,337.94
350,7,18,6,2.31,6.8,5.26,337.25
350,7,18,9,2.45,6.99,5.35,336.47
350,7,18,12,2.56,7.09,5.42,336.16
350,7,18,15,2.62,7.15,5.47,335.2
350,7,18,18,2.61,7.19,5.48,334.38
350,7,18,21,2.48,7.17,5.41,334.3
350,7,19,0,2.19,7.02,5.25,334.33
350,7,19,3,1.85,6.81,5.07,334.23
350,7,19,6,1.56,6.65,4.93,333.85
350,7,19,9,1.31,6.6,4.9,333.29
350,7,19,12,1.13,6.59,5,332.43
350,7,19,15,1.02,6.59,5.03,331.28
350,7,19,18,0.94,6.6,4.99,330.03
350,7,19,21,0.9,6.6,4.9,328.35
350,7,20,0,0.89,6.55,4.7,324.63
350,7,20,3,0.89,6.46,4.58,314.34
350,7,20,6,0.88,6.55,4.64,298.32
350,7,20,9,0.89,6.65,4.72,284.79
350,7,20,12,0.89,6.92,4.9,277.83
350,7,20,15,0.91,7.03,5.03,275.03
350,7,20,18,0.93,7.09,5.11,275.48
350,7,20,21,0.95,7.12,5.16,278.45
350,7,21,0,0.97,7.16,5.22,283.14
350,7,21,3,0.98,7.22,5.28,288.72
350,7,21,6,0.99,7.3,5.36,294.45
350,7,21,9,1,7.4,5.43,299.84
350,7,21,12,1,7.5,5.5,304.55
350,7,21,15,1,7.61,5.57,308.35
350,7,21,18,0.99,7.69,5.62,311.15
350,7,21,21,0.98,7.77,5.64,312.88
350,7,22,0,0.98,7.81,5.53,312.88
350,7,22,3,1.02,7.24,5.13,307.03
350,7,22,6,1.16,6.58,4.67,253.81
350,7,22,9,1.2,6.58,4.66,226.79
350,7,22,12,1.14,6.83,4.84,253.97
350,7,22,15,1.12,6.93,4.91,265.48
350,7,22,18,1.09,7.1,5.03,270.12
350,7,22,21,1.06,7.25,5.14,273.02
350,7,23,0,1.04,7.38,5.23,275.12
350,7,23,3,1.02,7.49,5.31,276.69
350,7,23,6,1,7.48,5.3,277.75
350,7,23,9,1.06,6.86,4.86,281.17
350,7,23,12,1.16,6.53,4.63,288.09
350,7,23,15,1.2,6.73,4.77,256.33
350,7,23,18,1.31,6.69,4.74,277.59
350,7,23,21,1.73,6.29,4.66,302.96
350,7,24,0,1.65,6.49,4.85,302.62
350,7,24,3,1.44,6.84,5,301.79
350,7,24,6,1.33,7.03,5.06,300.23
350,7,24,9,1.24,7.15,5.15,299.53
350,7,24,12,1.18,7.22,5.18,298
350,7,24,15,1.15,7.14,5.06,292.92
350,7,24,18,1.13,7.02,4.98,286.54
350,7,24,21,1.12,6.95,4.92,280.04
350,7,25,0,1.11,6.9,4.89,273.89
350,7,25,3,1.1,6.85,4.86,269.29
350,7,25,6,1.08,6.89,4.89,269.38
350,7,25,9,1.05,6.89,4.91,271.88
350,7,25,12,1.03,6.88,4.87,275.96
350,7,25,15,1.01,6.75,4.79,281.32
350,7,25,18,1,6.6,4.68,287.14
350,7,25,21,0.98,6.56,4.65,291.19
350,7,26,0,0.94,6.61,4.69,292.88
350,7,26,3,0.9,6.74,4.78,292.81
350,7,26,6,0.86,6.95,4.93,291.72
350,7,26,9,0.83,7.1,5.04,291.35
350,7,26,12,0.82,7.23,5.12,291.22
350,7,26,15,0.81,7.36,5.22,291
350,7,26,18,0.82,7.48,5.31,290.49
350,7,26,21,0.83,7.59,5.38,289.57
350,7,27,0,0.84,7.66,5.43,288.16
350,7,27,3,0.86,7.69,5.45,286.32
350,7,27,6,0.86,7.66,5.43,284.01
350,7,27,9,0.88,7.34,5.21,278.61
350,7,27,12,0.92,6.98,4.95,267.29
350,7,27,15,0.99,6.65,4.72,242.86
350,7,27,18,1.05,6.58,4.67,218.01
350,7,27,21,1.08,6.63,4.7,203.82
350,7,28,0,1.12,6.62,4.69,190.21
350,7,28,3,1.21,6.62,4.7,177.43
350,7,28,6,1.29,6.68,4.74,171.08
350,7,28,9,1.39,6.68,4.74,165.23
350,7,28,12,1.4,6.71,4.76,163.77
350,7,28,15,1.32,6.86,4.86,169.26
350,7,28,18,1.26,6.97,4.94,174.26
350,7,28,21,1.22,7.04,4.99,177.85
350,7,29,0,1.23,6.92,4.91,176.41
350,7,29,3,1.26,6.76,4.79,174.18
350,7,29,6,1.21,6.84,4.85,181.91
350,7,29,9,1.13,6.98,4.95,192.71
350,7,29,12,1.04,7.18,5.09,204.22
350,7,29,15,0.98,7.23,5.13,216.5
350,7,29,18,0.92,7.24,5.13,228.55
350,7,29,21,0.87,7.23,5.13,239.23
350,7,30,0,0.83,7.21,5.11,247.67
350,7,30,3,0.8,7.17,5.08,253.61
350,7,30,6,0.78,7.12,5.05,257.41
350,7,30,9,0.77,7.07,5.01,259.75
350,7,30,12,0.76,7.03,4.99,261.32
350,7,30,15,0.75,7,4.97,262.63
350,7,30,18,0.75,6.99,4.95,263.94
350,7,30,21,0.74,6.98,4.95,265.28
350,7,31,0,0.74,6.95,4.93,265.98
350,7,31,3,0.74,6.85,4.86,264.13
350,7,31,6,0.77,6.71,4.76,259.14
350,7,31,9,0.81,6.68,4.73,256.09
350,7,31,12,0.84,6.87,4.87,257.6
350,7,31,15,0.87,7.06,5,259.67
350,7,31,18,0.89,7.24,5.13,261.76
350,7,31,21,0.9,7.36,5.22,263.11
350,8,1,0,0.92,7.39,5.24,262.94
350,8,1,3,0.94,7.29,5.17,260.54
350,8,1,6,0.98,7.07,5.01,255.82
350,8,1,9,1.09,6.73,4.77,247.45
350,8,1,12,1.23,6.65,4.71,243.31
350,8,1,15,1.31,6.77,4.8,249.26
350,8,1,18,1.36,6.8,4.84,253.71
350,8,1,21,1.34,6.87,4.88,255.48
350,8,2,0,1.33,6.87,4.87,257.38
350,8,2,3,1.32,6.85,4.86,260.65
350,8,2,6,1.31,6.85,4.86,264.65
350,8,2,9,1.33,6.8,4.82,269.18
350,8,2,12,1.33,6.74,4.79,273.97
350,8,2,15,1.28,6.76,4.82,278.29
350,8,2,18,1.24,6.78,4.86,281.83
350,8,2,21,1.21,6.74,4.83,285.74
350,8,3,0,1.2,6.67,4.79,290.02
350,8,3,3,1.17,6.66,4.81,292.8
350,8,3,6,1.14,6.68,4.81,294.57
350,8,3,9,1.1,6.74,4.87,295.17
350,8,3,12,1.06,6.84,4.96,294.98
350,8,3,15,1.03,6.96,5.03,294.55
350,8,3,18,1,7.09,5.08,294.16
350,8,3,21,1,7.15,5.07,294.13
350,8,4,0,0.99,7.18,5.09,294.26
350,8,4,3,0.97,7.3,5.18,293.96
350,8,4,6,0.95,7.47,5.32,293.07
350,8,4,9,0.93,7.52,5.4,292.34
350,8,4,12,0.9,7.54,5.44,291.7
350,8,4,15,0.88,7.54,5.46,291.13
350,8,4,18,0.85,7.52,5.46,290.6
350,8,4,21,0.83,7.49,5.44,290.12
350,8,5,0,0.81,7.46,5.4,289.76
350,8,5,3,0.78,7.44,5.37,289.3
350,8,5,6,0.76,7.41,5.37,288.46
350,8,5,9,0.74,7.4,5.39,287.31
350,8,5,12,0.72,7.42,5.41,286.13
350,8,5,15,0.7,7.47,5.42,284.89
350,8,5,18,0.69,7.55,5.44,283.66
350,8,5,21,0.69,7.69,5.45,282.66
350,8,6,0,0.68,7.8,5.53,281.57
350,8,6,3,0.69,7.94,5.63,280.74
350,8,6,6,0.7,8.11,5.75,280.26
350,8,6,9,0.73,8.31,5.89,280.1
350,8,6,12,0.75,8.51,6.04,280.22
350,8,6,15,0.78,8.69,6.16,280.51
350,8,6,18,0.8,8.83,6.26,280.86
350,8,6,21,0.82,8.91,6.32,281.19
350,8,7,0,0.83,8.94,6.34,281.43
350,8,7,3,0.83,8.94,6.34,281.52
350,8,7,6,0.83,8.9,6.31,281.45
350,8,7,9,0.83,8.87,6.29,281.26
350,8,7,12,0.82,8.83,6.26,281
350,8,7,15,0.82,8.79,6.24,280.75
350,8,7,18,0.82,8.76,6.21,280.56
350,8,7,21,0.81,8.72,6.19,280.43
350,8,8,0,0.8,8.68,6.15,280.37
350,8,8,3,0.8,8.62,6.11,280.41
350,8,8,6,0.79,8.55,6.06,280.53
350,8,8,9,0.78,8.49,6.02,280.7
350,8,8,12,0.77,8.44,5.99,280.88
350,8,8,15,0.76,8.4,5.96,281.09
350,8,8,18,0.76,8.23,5.84,281.76
350,8,8,21,0.76,7.88,5.59,283.51
350,8,9,0,0.76,7.67,5.44,285.04
350,8,9,3,0.75,7.82,5.55,284.68
350,8,9,6,0.74,7.94,5.63,284.41
350,8,9,9,0.73,8,5.67,284.37
350,8,9,12,0.72,8.04,5.7,284.43
350,8,9,15,0.72,8.06,5.71,284.44
350,8,9,18,0.71,8.04,5.7,284.27
350,8,9,21,0.71,7.98,5.66,283.6
350,8,10,0,0.71,7.83,5.55,281.93
350,8,10,3,0.72,7.6,5.39,278.99
350,8,10,6,0.74,7.32,5.19,274.77
350,8,10,9,0.78,6.96,4.93,268.57
350,8,10,12,0.81,6.75,4.78,263.94
350,8,10,15,0.82,6.85,4.85,264.34
350,8,10,18,0.82,6.98,4.95,265.78
350,8,10,21,0.83,7.08,5.02,266.93
350,8,11,0,0.85,7.1,5.04,266.82
350,8,11,3,0.92,6.86,4.87,262.99
350,8,11,6,1.06,6.62,4.69,260.02
350,8,11,9,1.25,6.72,4.76,267.39
350,8,11,12,1.41,6.84,4.92,273.02
350,8,11,15,1.5,7.05,5.08,274.9
350,8,11,18,1.58,7.22,5.16,276.4
350,8,11,21,1.66,7.3,5.19,279.34
350,8,12,0,1.72,7.3,5.19,286.61
350,8,12,3,1.79,7.23,5.18,298.08
350,8,12,6,1.82,7.23,5.19,307.23
350,8,12,9,1.77,7.3,5.22,312.23
350,8,12,12,1.7,7.38,5.24,315.21
350,8,12,15,1.63,7.41,5.26,316.72
350,8,12,18,1.56,7.4,5.25,317.3
350,8,12,21,1.5,7.37,5.23,317.02
350,8,13,0,1.4,7.53,5.34,315.48
350,8,13,3,1.31,7.64,5.52,312.79
350,8,13,6,1.26,7.74,5.57,307.79
350,8,13,9,1.28,7.77,5.51,298.21
350,8,13,12,1.42,7.63,5.41,284.23
350,8,13,15,1.75,7.62,5.4,273.58
350,8,13,18,2.13,7.99,5.67,276.12
350,8,13,21,2.47,8.35,5.92,282.66
350,8,14,0,2.78,8.6,6.1,291.62
350,8,14,3,3.14,8.9,6.31,303.82
350,8,14,6,3.36,9.17,6.5,312.13
350,8,14,9,3.33,9.35,6.63,316.51
350,8,14,12,3.18,9.46,6.71,319.31
350,8,14,15,2.99,9.43,6.69,321.25
350,8,14,18,2.8,9.18,6.51,322.82
350,8,14,21,2.67,8.78,6.22,324.62
350,8,15,0,2.52,8.48,6.01,326.44
350,8,15,3,2.29,8.36,5.93,327.08
350,8,15,6,2.06,8.3,5.89,326.93
350,8,15,9,1.85,8.29,5.88,325.99
350,8,15,12,1.7,8.15,5.78,324.66
350,8,15,15,1.63,7.71,5.47,323.83
350,8,15,18,1.67,7.25,5.14,324.98
350,8,15,21,1.73,7.06,5.01,326.25
350,8,16,0,1.69,6.89,4.99,325.02
350,8,16,3,1.69,6.77,5,324.52
350,8,16,6,1.87,6.82,5.1,328.12
350,8,16,9,1.99,7.09,5.23,331.36
350,8,16,12,2,7.32,5.32,333.28
350,8,16,15,1.97,7.44,5.36,335.26
350,8,16,18,1.99,7.38,5.32,338.75
350,8,16,21,2.07,7.29,5.31,343.83
350,8,17,0,2.1,7.35,5.35,347.91
350,8,17,3,2.14,7.4,5.37,351.46
350,8,17,6,2.15,7.38,5.36,353.75
350,8,17,9,2.16,7.28,5.33,354.81
350,8,17,12,2.2,7.22,5.32,355.34
350,8,17,15,2.22,7.24,5.33,354.65
350,8,17,18,2.27,7.3,5.37,352.62
350,8,17,21,2.26,7.38,5.41,350.48
350,8,18,0,2.18,7.45,5.44,349.19
350,8,18,3,2.08,7.48,5.42,348.84
350,8,18,6,1.94,7.44,5.38,349
350,8,18,9,1.84,7.35,5.31,349.31
350,8,18,12,1.76,7.26,5.25,349.17
350,8,18,15,1.75,7.13,5.17,348.26
350,8,18,18,1.83,6.99,5.12,346.87
350,8,18,21,1.94,6.91,5.13,345.07
350,8,19,0,2,6.88,5.15,343.98
350,8,19,3,1.9,6.88,5.09,343.84
350,8,19,6,1.75,6.8,4.99,343.82
350,8,19,9,1.62,6.68,4.9,344.33
350,8,19,12,1.5,6.59,4.84,343.65
350,8,19,15,1.45,6.47,4.78,341.41
350,8,19,18,1.56,6.32,4.78,339.22
350,8,19,21,1.79,6.44,4.93,338.36
350,8,20,0,2,6.73,5.14,338.85
350,8,20,3,2.14,7.03,5.28,340.38
350,8,20,6,2.31,7.18,5.37,342.49
350,8,20,9,2.43,7.28,5.43,343.79
350,8,20,12,2.39,7.28,5.41,343.69
350,8,20,15,2.2,7.15,5.3,341.8
350,8,20,18,1.98,6.95,5.15,338.87
350,8,20,21,1.73,6.79,5,335.87
350,8,21,0,1.45,6.79,4.93,332.89
350,8,21,3,1.22,6.82,5.06,329.97
350,8,21,6,1.09,6.78,5.09,326.39
350,8,21,9,1.01,6.72,5.08,322.49
350,8,21,12,0.95,6.67,5.06,318.8
350,8,21,15,0.91,6.62,5.05,315.5
350,8,21,18,0.89,6.58,5.05,312.68
350,8,21,21,0.87,6.55,5.03,310.36
350,8,22,0,0.85,6.53,5.02,308.66
350,8,22,3,0.84,6.51,5,307.9
350,8,22,6,0.83,6.5,4.99,308.54
350,8,22,9,0.82,6.52,5,310.9
350,8,22,12,0.81,6.57,5.02,314.91
350,8,22,15,0.81,6.64,5.06,319.99
350,8,22,18,0.8,6.72,5.09,325.29
350,8,22,21,0.8,6.79,5.09,330.1
350,8,23,0,0.8,6.84,4.94,334.67
350,8,23,3,0.81,6.74,4.78,338.87
350,8,23,6,0.82,6.61,4.69,342.08
350,8,23,9,0.85,6.34,4.5,345.56
350,8,23,12,0.89,6.2,4.39,349.93
350,8,23,15,0.9,6.11,4.41,351.26
350,8,23,18,0.95,5.89,4.36,352.82
350,8,23,21,1.03,5.74,4.39,354.8
350,8,24,0,1.11,5.77,4.5,357.49
350,8,24,3,1.15,5.93,4.65,359.87
350,8,24,6,1.12,6.06,4.77,0.69
350,8,24,9,1.08,6.1,4.78,1.33
350,8,24,12,1.06,6.08,4.76,1.69
350,8,24,15,1.02,6.05,4.73,1.06
350,8,24,18,0.97,5.98,4.64,359.21
350,8,24,21,0.98,5.74,4.38,355.54
350,8,25,0,1.02,5.53,4.32,353.75
350,8,25,3,1,5.55,4.36,352.75
350,8,25,6,0.99,5.56,4.38,351.48
350,8,25,9,1.08,5.54,4.39,351.48
350,8,25,12,1.24,5.75,4.54,352.72
350,8,25,15,1.55,6.18,4.81,352.55
350,8,25,18,2.05,6.76,5.17,351.01
350,8,25,21,2.53,7.4,5.54,350.24
350,8,26,0,2.89,7.89,5.81,350.83
350,8,26,3,3.04,8.2,5.94,352.8
350,8,26,6,2.94,8.37,5.96,354.46
350,8,26,9,2.78,8.28,5.87,356.04
350,8,26,12,2.6,8.08,5.73,357.32
350,8,26,15,2.39,7.92,5.62,357.29
350,8,26,18,2.27,7.79,5.52,356.13
350,8,26,21,2.3,7.64,5.5,354.68
350,8,27,0,2.39,7.66,5.55,354.44
350,8,27,3,2.34,7.73,5.55,355.46
350,8,27,6,2.15,7.66,5.45,356.61
350,8,27,9,1.91,7.46,5.31,357.68
350,8,27,12,1.68,7.24,5.17,357.95
350,8,27,15,1.5,6.98,5.02,356.82
350,8,27,18,1.45,6.59,4.81,354.33
350,8,27,21,1.48,6.25,4.7,350.14
350,8,28,0,1.49,6.1,4.67,346.82
350,8,28,3,1.33,6.11,4.64,344.93
350,8,28,6,1.14,6.16,4.65,341.53
350,8,28,9,1.02,6.15,4.64,333.96
350,8,28,12,1.03,6.01,4.58,312.57
350,8,28,15,1.25,5.89,4.57,285.95
350,8,28,18,1.48,6.12,4.74,285.16
350,8,28,21,1.6,6.4,4.88,290.94
350,8,29,0,1.67,6.62,4.96,294.64
350,8,29,3,1.7,6.77,5.02,297.82
350,8,29,6,1.7,6.88,5.06,301.1
350,8,29,9,1.67,6.98,5.1,304.19
350,8,29,12,1.62,7.07,5.12,307.18
350,8,29,15,1.58,7.14,5.14,309.94
350,8,29,18,1.53,7.19,5.13,312.04
350,8,29,21,1.5,7.2,5.11,313.36
350,8,30,0,1.44,7.29,5.17,313.48
350,8,30,3,1.37,7.42,5.33,312.53
350,8,30,6,1.33,7.45,5.38,311.25
350,8,30,9,1.36,7.37,5.23,307.8
350,8,30,12,1.47,7.15,5.08,300.08
350,8,30,15,1.76,7.01,5.12,288.11
350,8,30,18,2.04,7.31,5.32,286.92
350,8,30,21,2.12,7.54,5.42,295.02
350,8,31,0,2.12,7.64,5.47,305.07
350,8,31,3,2.07,7.73,5.5,312.66
350,8,31,6,1.98,7.78,5.52,317.32
350,8,31,9,1.87,7.79,5.52,319.68
350,8,31,12,1.76,7.81,5.54,320.52
350,8,31,15,1.64,7.89,5.59,320.33
350,8,31,18,1.54,7.89,5.6,319.34
350,8,31,21,1.46,7.87,5.58,317.42
350,9,1,0,1.4,7.77,5.56,314.64
350,9,1,3,1.38,7.62,5.45,311.25
350,9,1,6,1.39,7.45,5.29,308.22
350,9,1,9,1.37,7.35,5.28,305.83
350,9,1,12,1.34,7.3,5.29,302.71
350,9,1,15,1.36,7.23,5.19,296.17
350,9,1,18,1.42,7.15,5.13,286.13
350,9,1,21,1.51,7.15,5.16,273.81
350,9,2,0,1.64,7.22,5.22,262.59
350,9,2,3,1.74,7.36,5.29,255.35
350,9,2,6,1.8,7.53,5.34,251.07
350,9,2,9,1.82,7.61,5.4,248.25
350,9,2,12,1.84,7.62,5.4,245.12
350,9,2,15,1.86,7.64,5.42,242.47
350,9,2,18,1.88,7.71,5.47,242.09
350,9,2,21,1.89,7.8,5.53,243.76
350,9,3,0,1.89,7.94,5.63,246.79
350,9,3,3,1.88,8.21,5.82,252.34
350,9,3,6,1.88,8.55,6.06,259.91
350,9,3,9,1.91,8.89,6.3,268.75
350,9,3,12,1.96,9.16,6.5,277.31
350,9,3,15,2.02,9.38,6.65,284.55
350,9,3,18,2.08,9.47,6.72,289.84
350,9,3,21,2.16,9.31,6.6,292.14
350,9,4,0,2.29,9.07,6.43,291.34
350,9,4,3,2.44,8.88,6.3,287.34
350,9,4,6,2.58,8.75,6.21,280.83
350,9,4,9,2.7,8.64,6.13,271.57
350,9,4,12,2.7,8.65,6.14,267.95
350,9,4,15,2.55,8.87,6.29,279.2
350,9,4,18,2.37,9.24,6.55,289.45
350,9,4,21,2.22,9.43,6.68,294.41
350,9,5,0,2.1,9.48,6.73,296.83
350,9,5,3,1.99,9.46,6.71,298.13
350,9,5,6,1.89,9.44,6.69,298.94
350,9,5,9,1.81,9.4,6.66,299.68
350,9,5,12,1.74,9.37,6.64,300.66
350,9,5,15,1.68,9.34,6.63,301.93
350,9,5,18,1.65,9.25,6.56,303.14
350,9,5,21,1.65,9,6.38,303.65
350,9,6,0,1.68,8.71,6.18,303.61
350,9,6,3,1.74,8.31,5.89,307.19
350,9,6,6,1.81,7.92,5.62,335.87
350,9,6,9,1.88,7.61,5.4,58.68
350,9,6,12,1.8,7.57,5.37,70.88
350,9,6,15,1.62,7.75,5.49,62.44
350,9,6,18,1.48,7.84,5.56,39.66
350,9,6,21,1.38,7.82,5.56,349.51
350,9,7,0,1.31,7.66,5.54,305.84
350,9,7,3,1.25,7.49,5.49,287.05
350,9,7,6,1.21,7.32,5.44,276.83
350,9,7,9,1.18,7.18,5.38,270.09
350,9,7,12,1.15,7.06,5.37,264.62
350,9,7,15,1.13,6.97,5.38,258.69
350,9,7,18,1.11,6.91,5.39,253.37
350,9,7,21,1.1,6.88,5.4,251.58
350,9,8,0,1.08,6.88,5.3,261.75
350,9,8,3,1.08,6.87,5.09,286.26
350,9,8,6,1.06,6.87,4.99,299.23
350,9,8,9,1.01,6.97,5.07,299.71
350,9,8,12,0.97,7.23,5.19,299.35
350,9,8,15,0.95,7.45,5.28,298.62
350,9,8,18,0.94,7.63,5.41,296.64
350,9,8,21,0.96,7.83,5.55,293.6
350,9,9,0,1,7.89,5.6,288.02
350,9,9,3,1.1,7.68,5.44,277.11
350,9,9,6,1.28,7.47,5.29,263.17
350,9,9,9,1.51,7.56,5.36,254.24
350,9,9,12,1.77,7.68,5.45,248.64
350,9,9,15,2.02,7.78,5.52,244.09
350,9,9,18,2.18,7.94,5.63,242.38
350,9,9,21,2.15,8.38,5.94,250.59
350,9,10,0,2.09,8.69,6.16,255.67
350,9,10,3,2.03,8.66,6.14,260.13
350,9,10,6,1.97,8.6,6.1,262.33
350,9,10,9,1.87,8.77,6.22,261.42
350,9,10,12,1.8,8.71,6.18,260.33
350,9,10,15,1.76,8.48,6.01,258.47
350,9,10,18,1.75,8.21,5.82,256.13
350,9,10,21,1.77,7.98,5.66,254.14
350,9,11,0,1.78,8.02,5.69,254.72
350,9,11,3,1.8,8.09,5.73,255.96
350,9,11,6,1.85,8.06,5.72,256.64
350,9,11,9,1.93,7.97,5.65,255.88
350,9,11,12,2,7.94,5.63,254.04
350,9,11,15,2.05,7.96,5.64,251.87
