Year, Month, Day, Hour, Hs [m], Tp [s], Tz [s], Dm [deg]
350,7,26,12,1.54,7.75,5.5,177.87
350,7,26,15,1.54,7.79,5.52,175.16
350,7,26,18,1.55,7.71,5.46,173.81
350,7,26,21,1.61,7.52,5.33,175.26
350,7,27,0,1.73,7.38,5.23,179.18
350,7,27,3,1.89,7.35,5.21,184.42
350,7,27,6,2.03,7.45,5.28,188.56
350,7,27,9,2.1,7.58,5.37,190.72
350,7,27,12,2.16,7.68,5.44,192.04
350,7,27,15,2.24,7.73,5.48,193.1
350,7,27,18,2.4,7.76,5.5,194.95
350,7,27,21,2.54,7.83,5.55,196.88
350,7,28,0,2.7,7.94,5.63,198.43
350,7,28,3,2.81,8.08,5.73,200.52
350,7,28,6,2.74,8.11,5.75,202.56
350,7,28,9,2.54,8.03,5.69,202.62
350,7,28,12,2.39,7.95,5.63,202.28
350,7,28,15,2.29,7.88,5.58,201.95
350,7,28,18,2.2,7.84,5.56,201.39
350,7,28,21,2.13,7.79,5.52,201.03
350,7,29,0,2.1,7.69,5.45,201.65
350,7,29,3,2.14,7.6,5.39,204.78
350,7,29,6,2.16,7.58,5.37,208.19
350,7,29,9,2.12,7.59,5.38,210.14
350,7,29,12,2.01,7.61,5.4,208.22
350,7,29,15,1.92,7.62,5.4,205.24
350,7,29,18,1.85,7.61,5.39,203.28
350,7,29,21,1.79,7.6,5.39,201.67
350,7,30,0,1.72,7.64,5.42,198.9
350,7,30,3,1.66,7.65,5.43,196.21
350,7,30,6,1.61,7.65,5.43,193.89
350,7,30,9,1.56,7.72,5.47,190.44
350,7,30,12,1.49,7.86,5.57,184.79
350,7,30,15,1.43,8.01,5.68,178.26
350,7,30,18,1.37,8.1,5.74,171.92
350,7,30,21,1.32,8.14,5.77,165.52
350,7,31,0,1.28,8.14,5.77,158.98
350,7,31,3,1.25,8.12,5.76,152.66
350,7,31,6,1.22,8.12,5.76,147.28
350,7,31,9,1.19,8.13,5.76,143.01
350,7,31,12,1.17,8.14,5.77,139.69
350,7,31,15,1.14,8.17,5.79,137.19
350,7,31,18,1.12,8.19,5.81,135.32
350,7,31,21,1.09,8.21,5.82,133.89
350,8,1,0,1.07,8.21,5.82,132.78
350,8,1,3,1.05,8.22,5.83,131.93
350,8,1,6,1.03,8.19,5.8,131.5
350,8,1,9,1.02,8.11,5.75,131.61
350,8,1,12,1.01,8.06,5.72,131.83
350,8,1,15,1,8.05,5.7,132
350,8,1,18,0.99,7.98,5.66,132.48
350,8,1,21,1,7.69,5.45,135.04
350,8,2,0,1.04,7.22,5.12,141.92
350,8,2,3,1.1,6.88,4.88,152.85
350,8,2,6,1.18,6.71,4.75,166.33
350,8,2,9,1.26,6.64,4.71,179.12
350,8,2,12,1.3,6.7,4.75,187.52
350,8,2,15,1.26,6.83,4.84,186.84
350,8,2,18,1.22,6.97,4.94,182.56
350,8,2,21,1.22,6.97,4.94,182.11
350,8,3,0,1.27,6.81,4.83,189.41
350,8,3,3,1.33,6.76,4.79,198.63
350,8,3,6,1.32,6.84,4.85,201.77
350,8,3,9,1.28,7.02,4.98,198.83
350,8,3,12,1.29,6.91,4.9,200.8
350,8,3,15,1.31,6.79,4.81,203.59
350,8,3,18,1.28,6.95,4.93,200.35
350,8,3,21,1.24,7.1,5.03,196.26
350,8,4,0,1.21,7.16,5.08,194.4
350,8,4,3,1.18,7.25,5.14,191.6
350,8,4,6,1.14,7.33,5.2,187.93
350,8,4,9,1.11,7.38,5.23,183.88
350,8,4,12,1.08,7.4,5.24,180.33
350,8,4,15,1.06,7.37,5.23,177.54
350,8,4,18,1.04,7.38,5.23,174.48
350,8,4,21,1.02,7.36,5.22,171.86
350,8,5,0,1.02,7.19,5.1,172.4
350,8,5,3,1.04,6.88,4.88,178.78
350,8,5,6,1.12,6.58,4.66,191.94
350,8,5,9,1.22,6.49,4.6,205.91
350,8,5,12,1.28,6.55,4.64,215.32
350,8,5,15,1.29,6.63,4.7,219.67
350,8,5,18,1.26,6.7,4.75,219.06
350,8,5,21,1.24,6.71,4.76,216.97
350,8,6,0,1.28,6.64,4.71,217.39
350,8,6,3,1.33,6.61,4.69,219.79
350,8,6,6,1.37,6.65,4.71,222.24
350,8,6,9,1.37,6.69,4.74,223.28
350,8,6,12,1.33,6.74,4.78,222.76
350,8,6,15,1.26,6.85,4.86,218.75
350,8,6,18,1.19,7,4.96,210.85
350,8,6,21,1.15,6.96,4.94,203.51
350,8,7,0,1.18,6.74,4.78,202.41
350,8,7,3,1.24,6.63,4.7,204.78
350,8,7,6,1.25,6.67,4.73,203.69
350,8,7,9,1.23,6.73,4.77,200.54
350,8,7,12,1.22,6.75,4.78,198
350,8,7,15,1.2,6.79,4.82,194.65
350,8,7,18,1.23,6.71,4.76,193.9
350,8,7,21,1.28,6.66,4.72,194.81
350,8,8,0,1.31,6.67,4.73,195.07
350,8,8,3,1.33,6.71,4.76,194.52
350,8,8,6,1.32,6.76,4.8,194.2
350,8,8,9,1.29,6.89,4.88,192.2
350,8,8,12,1.25,7.07,5.01,189.07
350,8,8,15,1.23,7.28,5.16,185.4
350,8,8,18,1.21,7.44,5.27,182.74
350,8,8,21,1.2,7.53,5.34,181.16
350,8,9,0,1.2,7.54,5.34,180.38
350,8,9,3,1.2,7.58,5.37,179.8
350,8,9,6,1.19,7.69,5.45,179.24
350,8,9,9,1.19,7.72,5.47,179.08
350,8,9,12,1.2,7.7,5.46,179.35
350,8,9,15,1.2,7.66,5.43,179.39
350,8,9,18,1.19,7.68,5.44,178.2
350,8,9,21,1.19,7.71,5.47,176.06
350,8,10,0,1.18,7.72,5.48,173.33
350,8,10,3,1.18,7.73,5.48,170.2
350,8,10,6,1.17,7.72,5.47,166.73
350,8,10,9,1.17,7.73,5.48,163.39
350,8,10,12,1.16,7.73,5.48,159.8
350,8,10,15,1.16,7.56,5.36,153.96
350,8,10,18,1.19,7.22,5.12,144.24
350,8,10,21,1.27,6.92,4.9,132.98
350,8,11,0,1.4,6.75,4.79,126.14
350,8,11,3,1.54,6.78,4.8,125.67
350,8,11,6,1.68,6.88,4.89,127.27
350,8,11,9,1.82,6.86,4.98,128.64
350,8,11,12,1.97,6.88,5.08,129.45
350,8,11,15,2.26,6.95,5.22,130.12
350,8,11,18,2.58,7.2,5.42,131.85
350,8,11,21,2.8,7.49,5.61,135.22
350,8,12,0,2.84,7.59,5.67,141.3
350,8,12,3,2.77,7.56,5.61,149.31
350,8,12,6,2.67,7.49,5.53,157.63
350,8,12,9,2.67,7.44,5.53,167.57
350,8,12,12,2.63,7.43,5.51,176.21
350,8,12,15,2.55,7.47,5.51,183.52
350,8,12,18,2.52,7.62,5.55,190.75
350,8,12,21,2.51,7.85,5.63,196.48
350,8,13,0,2.48,7.97,5.65,202.42
350,8,13,3,2.38,7.98,5.66,206.69
350,8,13,6,2.23,7.98,5.66,209.55
350,8,13,9,2.06,7.99,5.66,210.4
350,8,13,12,1.9,8.07,5.72,208.8
350,8,13,15,1.77,8,5.76,207.33
350,8,13,18,1.66,7.92,5.75,206.23
350,8,13,21,1.57,7.85,5.72,204.99
350,8,14,0,1.49,7.78,5.7,203.22
350,8,14,3,1.42,7.74,5.66,200.72
350,8,14,6,1.36,7.72,5.61,197.57
350,8,14,9,1.3,7.7,5.6,193.97
350,8,14,12,1.25,7.71,5.6,190.06
350,8,14,15,1.21,7.73,5.59,186.05
350,8,14,18,1.18,7.76,5.56,182.02
350,8,14,21,1.16,7.8,5.53,178.14
350,8,15,0,1.14,7.75,5.49,174.61
350,8,15,3,1.13,7.7,5.46,171.53
350,8,15,6,1.13,7.65,5.42,168.82
350,8,15,9,1.13,7.6,5.39,166.32
350,8,15,12,1.14,7.5,5.32,163.37
350,8,15,15,1.16,7.31,5.18,158.07
350,8,15,18,1.18,7.21,5.11,151.6
350,8,15,21,1.19,7.27,5.15,147.73
350,8,16,0,1.18,7.39,5.24,146.04
350,8,16,3,1.17,7.49,5.31,144.91
350,8,16,6,1.16,7.55,5.35,144.21
350,8,16,9,1.15,7.58,5.37,144.02
350,8,16,12,1.14,7.48,5.31,145.8
350,8,16,15,1.18,7.06,5.01,156.35
350,8,16,18,1.32,6.67,4.73,178.12
350,8,16,21,1.55,6.6,4.72,194.37
350,8,17,0,1.83,6.45,4.88,200.93
350,8,17,3,1.99,6.61,5.05,205.71
350,8,17,6,1.98,6.86,5.15,209.48
350,8,17,9,1.91,7.14,5.31,209.92
350,8,17,12,1.89,7.36,5.4,211.79
350,8,17,15,1.88,7.46,5.33,217.65
350,8,17,18,1.86,7.36,5.22,227.55
350,8,17,21,1.83,7.21,5.11,244.29
350,8,18,0,1.89,6.95,5.01,281.97
350,8,18,3,2.02,6.65,5,317.59
350,8,18,6,2.18,6.55,5.07,334.08
350,8,18,9,2.28,6.68,5.19,342.86
350,8,18,12,2.13,6.82,5.22,345.3
350,8,18,15,1.95,6.86,5.16,343.3
350,8,18,18,1.81,6.88,5.12,340.75
350,8,18,21,1.67,6.89,5.1,337.53
350,8,19,0,1.55,6.92,5.1,334.26
350,8,19,3,1.42,6.96,5.2,333.14
350,8,19,6,1.32,6.98,5.26,332.44
350,8,19,9,1.25,7,5.29,331.46
350,8,19,12,1.18,7.02,5.3,329.49
350,8,19,15,1.13,7.05,5.3,324.87
350,8,19,18,1.09,7.07,5.27,313.08
350,8,19,21,1.08,7.08,5.09,23.99
350,8,20,0,1.13,6.73,4.77,49.92
350,8,20,3,1.19,6.54,4.64,41.97
350,8,20,6,1.25,6.49,4.6,35.49
350,8,20,9,1.27,6.45,4.62,31.85
350,8,20,12,1.23,6.57,4.69,33.08
350,8,20,15,1.18,6.69,4.77,35.97
350,8,20,18,1.15,6.78,4.82,39.12
350,8,20,21,1.14,6.76,4.79,40.09
350,8,21,0,1.12,6.8,4.82,45.35
350,8,21,3,1.08,6.9,4.94,58.97
350,8,21,6,1.05,6.97,5.06,77.34
350,8,21,9,1.02,7.02,5.15,92.97
350,8,21,12,1,7.06,5.21,102.12
350,8,21,15,0.98,7.1,5.25,106.08
350,8,21,18,0.98,7.15,5.27,107.09
350,8,21,21,0.97,7.19,5.31,107.7
350,8,22,0,0.96,7.22,5.34,108.44
350,8,22,3,0.95,7.26,5.38,109.48
350,8,22,6,0.94,7.3,5.39,110.8
350,8,22,9,0.93,7.34,5.4,112.36
350,8,22,12,0.92,7.37,5.4,114.03
350,8,22,15,0.91,7.39,5.38,115.66
350,8,22,18,0.9,7.41,5.36,117.1
350,8,22,21,0.9,7.39,5.3,118.23
350,8,23,0,0.91,7.34,5.25,119.09
350,8,23,3,0.92,7.29,5.22,119.85
350,8,23,6,0.93,7.27,5.2,120.69
350,8,23,9,0.93,7.28,5.2,121.66
350,8,23,12,0.92,7.3,5.22,122.65
350,8,23,15,0.92,7.34,5.25,123.62
350,8,23,18,0.91,7.37,5.28,124.57
350,8,23,21,0.9,7.41,5.31,125.48
350,8,24,0,0.9,7.45,5.33,126.35
350,8,24,3,0.89,7.48,5.35,127.25
350,8,24,6,0.89,7.5,5.36,128.34
350,8,24,9,0.89,7.5,5.37,129.93
350,8,24,12,0.9,7.48,5.38,132.42
350,8,24,15,0.92,7.44,5.4,135.92
350,8,24,18,0.95,7.41,5.42,140.09
350,8,24,21,0.98,7.37,5.43,144.53
350,8,25,0,1.03,7.33,5.44,148.74
350,8,25,3,1.06,7.32,5.47,152.2
350,8,25,6,1.1,7.32,5.5,154.7
350,8,25,9,1.13,7.36,5.43,155.95
350,8,25,12,1.18,7.36,5.22,155.53
350,8,25,15,1.23,7.04,4.99,152.43
350,8,25,18,1.31,6.72,4.76,140.13
350,8,25,21,1.39,6.58,4.66,98.5
350,8,26,0,1.45,6.44,4.67,42.98
350,8,26,3,1.4,6.47,4.78,30.74
350,8,26,6,1.31,6.61,4.94,33.38
350,8,26,9,1.22,6.74,5.07,44.07
350,8,26,12,1.16,6.84,5.14,60.83
350,8,26,15,1.11,6.92,5.19,84.02
350,8,26,18,1.07,7.01,5.22,105.83
350,8,26,21,1.03,7.11,5.25,119.83
350,8,27,0,1,7.21,5.22,129.22
350,8,27,3,0.99,7.11,5.04,142.43
350,8,27,6,1.01,6.8,4.82,160.07
350,8,27,9,1.07,6.51,4.62,182.79
350,8,27,12,1.14,6.41,4.54,202
350,8,27,15,1.17,6.46,4.58,209.88
350,8,27,18,1.19,6.47,4.59,211.42
350,8,27,21,1.31,6.4,4.55,214.31
350,8,28,0,1.4,6.29,4.61,215.54
350,8,28,3,1.48,6.26,4.69,216.95
350,8,28,6,1.55,6.29,4.76,220.76
350,8,28,9,1.48,6.47,4.82,221.62
350,8,28,12,1.39,6.66,4.99,217.31
350,8,28,15,1.39,6.8,5.15,212.18
350,8,28,18,1.53,6.98,5.32,207.25
350,8,28,21,1.79,7.43,5.41,205.56
350,8,29,0,2.26,7.3,5.18,214.86
350,8,29,3,2.52,7.41,5.26,256.2
350,8,29,6,2.5,7.71,5.46,316.73
350,8,29,9,2.33,7.78,5.59,336.22
350,8,29,12,2.1,7.81,5.7,344.18
350,8,29,15,1.91,7.78,5.79,351.61
350,8,29,18,1.76,7.71,5.83,1.26
350,8,29,21,1.64,7.65,5.77,15.48
350,8,30,0,1.54,7.59,5.62,33.35
350,8,30,3,1.47,7.5,5.45,49.73
350,8,30,6,1.41,7.39,5.27,60.24
350,8,30,9,1.35,7.3,5.18,66.08
350,8,30,12,1.29,7.22,5.12,69.4
350,8,30,15,1.25,7.11,5.04,69.77
350,8,30,18,1.23,6.95,4.93,66.89
350,8,30,21,1.21,6.86,4.86,64.69
350,8,31,0,1.18,6.87,4.87,65.41
350,8,31,3,1.16,6.88,4.88,66.54
350,8,31,6,1.16,6.94,4.92,67.11
350,8,31,9,1.18,7.07,5.02,66.56
350,8,31,12,1.25,7.18,5.11,63.58
350,8,31,15,1.37,7.27,5.18,58.85
350,8,31,18,1.48,7.44,5.32,56.51
350,8,31,21,1.53,7.63,5.52,56.9
350,9,1,0,1.52,7.75,5.65,58.12
350,9,1,3,1.48,7.81,5.7,59.62
350,9,1,6,1.42,7.84,5.71,61.44
350,9,1,9,1.35,7.84,5.7,63.68
350,9,1,12,1.29,7.84,5.69,66.3
350,9,1,15,1.24,7.84,5.65,69.01
350,9,1,18,1.19,7.83,5.59,71.55
350,9,1,21,1.15,7.81,5.54,73.97
350,9,2,0,1.12,7.76,5.5,76.41
350,9,2,3,1.09,7.7,5.46,78.99
350,9,2,6,1.07,7.61,5.39,81.9
350,9,2,9,1.05,7.49,5.31,85.37
350,9,2,12,1.04,7.4,5.25,89.21
350,9,2,15,1.04,7.36,5.22,92.84
350,9,2,18,1.05,7.34,5.2,95.74
350,9,2,21,1.06,7.34,5.2,98.17
350,9,3,0,1.09,7.27,5.15,101.79
350,9,3,3,1.14,7.1,5.03,108.54
350,9,3,6,1.2,7.06,5,115.89
350,9,3,9,1.25,7.03,4.98,124.78
350,9,3,12,1.29,7.1,5.03,131.21
350,9,3,15,1.29,7.3,5.17,131.95
350,9,3,18,1.3,7.43,5.27,134.58
350,9,3,21,1.3,7.52,5.33,137.18
350,9,4,0,1.3,7.6,5.39,139.45
350,9,4,3,1.29,7.65,5.43,141
350,9,4,6,1.27,7.71,5.47,141.51
350,9,4,9,1.25,7.74,5.49,141.95
350,9,4,12,1.23,7.74,5.49,142.58
350,9,4,15,1.22,7.75,5.5,142.88
350,9,4,18,1.2,7.8,5.53,142.54
350,9,4,21,1.19,7.87,5.58,141.69
350,9,5,0,1.17,7.93,5.62,140.52
350,9,5,3,1.16,7.99,5.66,139.27
350,9,5,6,1.14,8.04,5.7,138.02
350,9,5,9,1.13,8.1,5.75,136.79
350,9,5,12,1.12,8.17,5.79,135.61
350,9,5,15,1.11,8.23,5.84,134.5
350,9,5,18,1.11,8.3,5.88,133.49
350,9,5,21,1.1,8.36,5.93,132.58
350,9,6,0,1.1,8.42,5.97,131.77
350,9,6,3,1.1,8.45,5.99,131.17
350,9,6,6,1.1,8.42,5.97,130.96
350,9,6,9,1.1,8.37,5.93,130.94
350,9,6,12,1.1,8.36,5.93,130.74
350,9,6,15,1.1,8.4,5.95,130.25
350,9,6,18,1.11,8.32,5.9,130.37
350,9,6,21,1.12,8.06,5.71,131.99
350,9,7,0,1.15,7.71,5.47,135.59
350,9,7,3,1.2,7.4,5.25,141.52
350,9,7,6,1.26,7.21,5.11,148.43
350,9,7,9,1.3,7.16,5.08,154.06
350,9,7,12,1.33,7.14,5.06,158.6
350,9,7,15,1.34,7.14,5.06,161.76
350,9,7,18,1.33,7.2,5.11,161.69
350,9,7,21,1.32,7.27,5.15,160.42
350,9,8,0,1.31,7.28,5.16,160.4
350,9,8,3,1.3,7.3,5.18,160.84
350,9,8,6,1.3,7.32,5.19,161.71
350,9,8,9,1.31,7.26,5.15,164.63
350,9,8,12,1.33,7.25,5.14,168.25
350,9,8,15,1.35,7.31,5.18,171.55
350,9,8,18,1.38,7.33,5.2,175.42
350,9,8,21,1.42,7.31,5.18,181.05
350,9,9,0,1.45,7.37,5.23,186.06
350,9,9,3,1.46,7.47,5.31,188.75
350,9,9,6,1.43,7.5,5.32,190.11
350,9,9,9,1.41,7.31,5.18,192.69
350,9,9,12,1.42,7.07,5.01,199.97
350,9,9,15,1.42,6.96,4.93,213.87
350,9,9,18,1.4,6.93,4.91,230.03
350,9,9,21,1.36,6.96,4.94,233.18
350,9,10,0,1.3,7.03,4.99,225.45
350,9,10,3,1.26,7.07,5.02,215.92
350,9,10,6,1.23,7.05,5,210.06
350,9,10,9,1.21,7.01,4.97,205.58
350,9,10,12,1.2,6.99,4.96,200.21
350,9,10,15,1.2,6.94,4.92,198.93
350,9,10,18,1.2,6.87,4.87,203.15
350,9,10,21,1.19,6.9,4.89,194.05
350,9,11,0,1.14,7.12,5.05,172.81
350,9,11,3,1.1,7.33,5.2,161.7
350,9,11,6,1.07,7.48,5.3,155.77
350,9,11,9,1.05,7.59,5.38,152
350,9,11,12,1.04,7.68,5.45,149.25
