Year, Month, Day, Hour, Hs [m], Tp [s], Tz [s], Dm [deg]
350,7,29,9,1.84,7.58,5.37,312.91
350,7,29,12,1.89,7.63,5.41,318.27
350,7,29,15,1.91,7.71,5.47,321.62
350,7,29,18,1.89,7.77,5.51,323.35
350,7,29,21,1.87,7.79,5.52,324.65
350,7,30,0,1.88,7.76,5.5,325.93
350,7,30,3,1.97,7.7,5.46,328.23
350,7,30,6,2.09,7.76,5.5,329.86
350,7,30,9,2.16,7.87,5.58,330.33
350,7,30,12,2.15,7.92,5.62,329.73
350,7,30,15,2.1,7.92,5.61,328.49
350,7,30,18,2.04,7.87,5.58,327.13
350,7,30,21,1.99,7.84,5.56,326
350,7,31,0,1.96,7.8,5.53,325.11
350,7,31,3,1.96,7.75,5.49,324.46
350,7,31,6,1.97,7.71,5.47,324.28
350,7,31,9,1.97,7.71,5.47,324.62
350,7,31,12,1.95,7.75,5.49,324.87
350,7,31,15,1.91,7.78,5.51,324.86
350,7,31,18,1.85,7.8,5.53,324.85
350,7,31,21,1.79,7.81,5.54,324.85
350,8,1,0,1.73,7.75,5.49,324.92
350,8,1,3,1.75,7.59,5.38,326.54
350,8,1,6,1.83,7.51,5.32,329.26
350,8,1,9,1.9,7.57,5.37,330.92
350,8,1,12,1.9,7.66,5.43,330.72
350,8,1,15,1.84,7.73,5.48,328.63
350,8,1,18,1.8,7.73,5.48,326.56
350,8,1,21,1.8,7.67,5.44,325.55
350,8,2,0,1.8,7.62,5.4,324.57
350,8,2,3,1.8,7.58,5.37,323.2
350,8,2,6,1.79,7.54,5.35,321.93
350,8,2,9,1.77,7.57,5.37,320.81
350,8,2,12,1.73,7.61,5.4,319.56
350,8,2,15,1.68,7.68,5.45,317.52
350,8,2,18,1.62,7.77,5.51,314.93
350,8,2,21,1.57,7.84,5.56,312.25
350,8,3,0,1.53,7.81,5.54,310.16
350,8,3,3,1.52,7.65,5.42,309.53
350,8,3,6,1.54,7.46,5.29,310.93
350,8,3,9,1.55,7.46,5.29,311.89
350,8,3,12,1.54,7.51,5.33,311.93
350,8,3,15,1.52,7.56,5.36,311.34
350,8,3,18,1.5,7.6,5.39,310.82
350,8,3,21,1.49,7.62,5.4,310.48
350,8,4,0,1.49,7.56,5.36,311
350,8,4,3,1.52,7.45,5.28,312.76
350,8,4,6,1.57,7.37,5.23,315.76
350,8,4,9,1.61,7.41,5.26,317.86
350,8,4,12,1.61,7.47,5.3,318.58
350,8,4,15,1.6,7.56,5.36,317.48
350,8,4,18,1.57,7.65,5.42,315.34
350,8,4,21,1.55,7.73,5.48,312.77
350,8,5,0,1.53,7.73,5.48,310.36
350,8,5,3,1.54,7.67,5.44,308.52
350,8,5,6,1.55,7.7,5.46,306.61
350,8,5,9,1.54,7.81,5.54,304.02
350,8,5,12,1.54,7.94,5.63,300.79
350,8,5,15,1.52,8.09,5.74,297.19
350,8,5,18,1.52,8.24,5.84,293.74
350,8,5,21,1.51,8.38,5.94,290.56
350,8,6,0,1.5,8.44,5.99,288.08
350,8,6,3,1.51,8.43,5.98,286.53
350,8,6,6,1.51,8.38,5.94,285.87
350,8,6,9,1.52,8.39,5.95,285.1
350,8,6,12,1.52,8.46,6,283.52
350,8,6,15,1.5,8.58,6.08,281.24
350,8,6,18,1.49,8.68,6.16,279.01
350,8,6,21,1.48,8.79,6.23,277.04
350,8,7,0,1.46,8.84,6.27,275.64
350,8,7,3,1.46,8.79,6.23,275.2
350,8,7,6,1.47,8.73,6.19,275.47
350,8,7,9,1.47,8.75,6.21,275.54
350,8,7,12,1.46,8.79,6.23,275.37
350,8,7,15,1.46,8.85,6.27,274.85
350,8,7,18,1.45,8.91,6.32,274.26
350,8,7,21,1.44,8.96,6.35,273.67
350,8,8,0,1.43,8.94,6.34,273.38
350,8,8,3,1.42,8.82,6.25,273.83
350,8,8,6,1.43,8.62,6.11,275.45
350,8,8,9,1.44,8.42,5.97,278.15
350,8,8,12,1.46,8.27,5.87,281.1
350,8,8,15,1.47,8.21,5.82,282.8
350,8,8,18,1.47,8.17,5.79,283.73
350,8,8,21,1.46,8.14,5.77,284.29
350,8,9,0,1.46,8.02,5.69,285.98
350,8,9,3,1.49,7.85,5.57,289.64
350,8,9,6,1.54,7.68,5.44,295.55
350,8,9,9,1.59,7.64,5.42,300.44
350,8,9,12,1.61,7.66,5.43,302.99
350,8,9,15,1.6,7.72,5.47,303.28
350,8,9,18,1.57,7.76,5.5,302.78
350,8,9,21,1.53,7.76,5.5,302.35
350,8,10,0,1.5,7.73,5.48,302.53
350,8,10,3,1.51,7.55,5.35,305.15
350,8,10,6,1.54,7.38,5.23,310.01
350,8,10,9,1.55,7.35,5.21,313.87
350,8,10,12,1.54,7.36,5.22,315.83
350,8,10,15,1.51,7.37,5.23,316.49
350,8,10,18,1.48,7.39,5.24,316.64
350,8,10,21,1.44,7.45,5.28,315.66
350,8,11,0,1.42,7.38,5.23,315.75
350,8,11,3,1.45,7.21,5.11,318.07
350,8,11,6,1.53,7.13,5.06,321.31
350,8,11,9,1.58,7.18,5.09,323.72
350,8,11,12,1.59,7.27,5.15,324.54
350,8,11,15,1.57,7.32,5.19,324.28
350,8,11,18,1.54,7.35,5.21,323.74
350,8,11,21,1.51,7.4,5.25,322.69
350,8,12,0,1.5,7.35,5.21,322.28
350,8,12,3,1.54,7.22,5.12,323.28
350,8,12,6,1.6,7.2,5.11,324.76
350,8,12,9,1.65,7.26,5.15,326.5
350,8,12,12,1.67,7.33,5.2,327.68
350,8,12,15,1.67,7.35,5.21,328.76
350,8,12,18,1.66,7.38,5.24,329.46
350,8,12,21,1.64,7.4,5.25,330.06
350,8,13,0,1.63,7.39,5.24,330.44
350,8,13,3,1.66,7.33,5.19,330.92
350,8,13,6,1.73,7.31,5.18,331.91
350,8,13,9,1.79,7.37,5.22,332.75
350,8,13,12,1.8,7.44,5.28,333.03
350,8,13,15,1.75,7.52,5.33,332.07
350,8,13,18,1.67,7.58,5.38,330.24
350,8,13,21,1.59,7.59,5.38,328.44
350,8,14,0,1.55,7.53,5.34,326.85
350,8,14,3,1.54,7.42,5.26,325.63
350,8,14,6,1.57,7.34,5.2,325.42
350,8,14,9,1.6,7.33,5.2,325.66
350,8,14,12,1.59,7.39,5.24,325.06
350,8,14,15,1.57,7.46,5.29,323.49
350,8,14,18,1.54,7.53,5.34,321.62
350,8,14,21,1.52,7.56,5.36,319.88
350,8,15,0,1.5,7.56,5.36,318.52
350,8,15,3,1.51,7.53,5.34,317.72
350,8,15,6,1.58,7.43,5.27,318.92
350,8,15,9,1.67,7.45,5.28,321.14
350,8,15,12,1.75,7.55,5.35,322.16
350,8,15,15,1.79,7.69,5.46,321.69
350,8,15,18,1.79,7.8,5.53,320.94
350,8,15,21,1.77,7.89,5.59,320.26
350,8,16,0,1.75,7.93,5.62,319.8
350,8,16,3,1.76,7.83,5.55,320.11
350,8,16,6,1.79,7.72,5.47,321.82
350,8,16,9,1.83,7.7,5.46,324.13
350,8,16,12,1.85,7.76,5.51,325.58
350,8,16,15,1.85,7.86,5.57,326.18
350,8,16,18,1.85,7.97,5.65,326.47
350,8,16,21,1.84,8.06,5.72,326.8
350,8,17,0,1.84,8.09,5.73,327.63
350,8,17,3,1.86,8.02,5.69,329.08
350,8,17,6,1.9,7.99,5.67,330.47
350,8,17,9,1.94,7.99,5.67,331.35
350,8,17,12,1.96,8.02,5.69,331.59
350,8,17,15,1.96,8.06,5.71,331.3
350,8,17,18,1.95,8.12,5.76,330.59
350,8,17,21,1.95,8.17,5.79,329.64
350,8,18,0,1.98,8.16,5.79,328.87
350,8,18,3,2.05,8.15,5.78,328.54
350,8,18,6,2.13,8.18,5.8,328.04
350,8,18,9,2.21,8.29,5.88,327.57
350,8,18,12,2.29,8.43,5.98,327.22
350,8,18,15,2.34,8.56,6.07,326.82
350,8,18,18,2.37,8.62,6.11,326.82
350,8,18,21,2.4,8.6,6.1,327.43
350,8,19,0,2.42,8.57,6.08,328.25
350,8,19,3,2.44,8.53,6.05,329.17
350,8,19,6,2.46,8.51,6.04,329.4
350,8,19,9,2.45,8.52,6.04,328.67
350,8,19,12,2.44,8.57,6.07,327.25
350,8,19,15,2.41,8.62,6.11,325.37
350,8,19,18,2.39,8.67,6.15,323.41
350,8,19,21,2.38,8.73,6.19,321.81
350,8,20,0,2.37,8.74,6.2,320.5
350,8,20,3,2.36,8.71,6.18,319.02
350,8,20,6,2.35,8.65,6.14,317.48
350,8,20,9,2.36,8.64,6.12,315.87
350,8,20,12,2.34,8.71,6.17,313.24
350,8,20,15,2.3,8.85,6.27,309.56
350,8,20,18,2.27,8.96,6.36,305.63
350,8,20,21,2.24,9.03,6.4,301.98
350,8,21,0,2.22,9.03,6.4,298.91
350,8,21,3,2.19,9.09,6.44,295.75
350,8,21,6,2.17,9.16,6.49,292.55
350,8,21,9,2.15,9.23,6.54,289.2
350,8,21,12,2.14,9.3,6.59,285.79
350,8,21,15,2.12,9.35,6.63,282.36
350,8,21,18,2.1,9.39,6.66,279.16
350,8,21,21,2.08,9.47,6.72,276.78
350,8,22,0,2.07,9.53,6.76,274.9
350,8,22,3,2.05,9.56,6.78,273.39
350,8,22,6,2.04,9.58,6.79,272.06
350,8,22,9,2.02,9.59,6.8,270.95
350,8,22,12,2.01,9.58,6.79,270.04
350,8,22,15,1.99,9.57,6.79,269.19
350,8,22,18,1.98,9.55,6.77,268.35
350,8,22,21,1.96,9.54,6.77,267.4
350,8,23,0,1.93,9.55,6.77,266.19
350,8,23,3,1.9,9.58,6.79,264.62
350,8,23,6,1.87,9.6,6.81,262.85
350,8,23,9,1.83,9.61,6.82,261.05
350,8,23,12,1.8,9.63,6.83,259.23
350,8,23,15,1.76,9.64,6.83,257.46
350,8,23,18,1.73,9.65,6.84,255.78
350,8,23,21,1.7,9.67,6.85,254.16
350,8,24,0,1.67,9.67,6.86,252.64
350,8,24,3,1.65,9.59,6.8,251.55
350,8,24,6,1.64,9.29,6.58,251.83
350,8,24,9,1.64,9.05,6.42,252.46
350,8,24,12,1.63,9,6.38,252.06
350,8,24,15,1.61,9.08,6.44,250.83
350,8,24,18,1.59,9.16,6.5,249.67
350,8,24,21,1.57,9.18,6.51,249.05
350,8,25,0,1.56,9.13,6.47,249.15
350,8,25,3,1.55,9.03,6.4,249.8
350,8,25,6,1.54,8.97,6.36,250.2
350,8,25,9,1.52,9.05,6.42,249.52
350,8,25,12,1.5,9.2,6.52,248.19
350,8,25,15,1.49,9.29,6.59,246.89
350,8,25,18,1.49,9.34,6.62,245.74
350,8,25,21,1.49,9.36,6.64,244.74
350,8,26,0,1.48,9.37,6.64,243.95
350,8,26,3,1.48,9.37,6.65,243.43
350,8,26,6,1.48,9.37,6.64,243.29
350,8,26,9,1.48,9.34,6.63,243.69
350,8,26,12,1.48,9.3,6.59,244.73
350,8,26,15,1.49,9.23,6.54,246.3
350,8,26,18,1.51,9.14,6.48,248.27
350,8,26,21,1.53,9.06,6.42,250.36
350,8,27,0,1.55,9.01,6.39,252.16
350,8,27,3,1.56,8.99,6.37,253.49
350,8,27,6,1.56,8.97,6.36,254.4
350,8,27,9,1.56,8.98,6.37,254.9
350,8,27,12,1.56,9.04,6.41,254.81
350,8,27,15,1.55,9.13,6.48,254.23
350,8,27,18,1.55,9.23,6.55,253.51
350,8,27,21,1.55,9.32,6.61,252.82
350,8,28,0,1.57,9.39,6.66,252.32
350,8,28,3,1.59,9.44,6.7,252.03
350,8,28,6,1.61,9.48,6.72,251.97
350,8,28,9,1.64,9.52,6.75,252.14
350,8,28,12,1.66,9.57,6.79,252.5
350,8,28,15,1.69,9.65,6.84,252.99
350,8,28,18,1.71,9.73,6.9,253.61
350,8,28,21,1.73,9.81,6.95,254.34
350,8,29,0,1.76,9.89,7.01,255.19
350,8,29,3,1.79,9.92,7.04,256.34
350,8,29,6,1.84,9.61,6.82,259.31
350,8,29,9,1.95,9.07,6.43,266.25
350,8,29,12,2.11,8.74,6.2,276.38
350,8,29,15,2.27,8.69,6.16,285.38
350,8,29,18,2.36,8.76,6.21,291.24
350,8,29,21,2.4,8.85,6.28,295.11
350,8,30,0,2.42,8.87,6.29,299.23
350,8,30,3,2.46,8.82,6.25,304.32
350,8,30,6,2.5,8.79,6.23,308.47
350,8,30,9,2.57,8.74,6.2,312.58
350,8,30,12,2.64,8.72,6.18,315.35
350,8,30,15,2.6,8.73,6.19,314.87
350,8,30,18,2.54,8.69,6.16,313.25
350,8,30,21,2.46,8.71,6.17,310.33
350,8,31,0,2.37,8.81,6.25,305.83
350,8,31,3,2.34,8.79,6.23,303.07
350,8,31,6,2.37,8.71,6.17,303.11
350,8,31,9,2.4,8.7,6.17,303.67
350,8,31,12,2.4,8.84,6.27,302.85
350,8,31,15,2.37,8.97,6.36,301.36
350,8,31,18,2.35,9.08,6.44,299.94
350,8,31,21,2.33,9.19,6.52,298.87
350,9,1,0,2.32,9.3,6.59,298.25
350,9,1,3,2.31,9.36,6.64,298.06
350,9,1,6,2.29,9.4,6.66,298.24
350,9,1,9,2.28,9.37,6.64,298.92
350,9,1,12,2.26,9.29,6.59,300.15
350,9,1,15,2.24,9.22,6.53,301.77
350,9,1,18,2.24,9.14,6.48,303.7
350,9,1,21,2.23,9.09,6.44,305.69
350,9,2,0,2.23,9.07,6.43,307.38
350,9,2,3,2.2,9.06,6.43,308.53
350,9,2,6,2.16,9.05,6.42,309.09
350,9,2,9,2.1,9.01,6.39,309.18
350,9,2,12,2.04,8.96,6.36,308.82
350,9,2,15,1.97,8.95,6.35,307.96
350,9,2,18,1.91,8.91,6.32,306.88
350,9,2,21,1.87,8.84,6.27,305.77
350,9,3,0,1.83,8.8,6.24,304.64
350,9,3,3,1.8,8.78,6.23,303.41
350,9,3,6,1.76,8.76,6.21,302.12
350,9,3,9,1.73,8.74,6.2,300.81
350,9,3,12,1.69,8.75,6.2,299.47
350,9,3,15,1.65,8.76,6.21,298.03
350,9,3,18,1.62,8.77,6.22,296.61
350,9,3,21,1.59,8.76,6.21,295.34
350,9,4,0,1.56,8.75,6.2,294.21
350,9,4,3,1.53,8.75,6.2,293.06
350,9,4,6,1.5,8.75,6.2,291.75
350,9,4,9,1.47,8.75,6.2,290.25
350,9,4,12,1.44,8.75,6.2,288.61
350,9,4,15,1.41,8.75,6.2,286.8
350,9,4,18,1.38,8.76,6.21,284.91
350,9,4,21,1.36,8.77,6.22,283.19
350,9,5,0,1.34,8.76,6.21,282.09
350,9,5,3,1.34,8.68,6.15,282.27
350,9,5,6,1.37,8.47,6,284.59
350,9,5,9,1.44,8.18,5.8,289.53
350,9,5,12,1.52,7.99,5.66,294.98
350,9,5,15,1.57,7.95,5.64,297.97
350,9,5,18,1.58,8.01,5.68,298.81
350,9,5,21,1.57,8.1,5.74,298.68
350,9,6,0,1.54,8.21,5.82,298.09
350,9,6,3,1.51,8.27,5.86,297.52
350,9,6,6,1.5,8.15,5.78,298.38
350,9,6,9,1.5,7.95,5.64,301.14
350,9,6,12,1.49,7.83,5.55,304.45
350,9,6,15,1.47,7.81,5.54,306.26
350,9,6,18,1.44,7.8,5.53,307.3
350,9,6,21,1.41,7.83,5.55,307.05
350,9,7,0,1.37,7.88,5.59,305.71
350,9,7,3,1.38,7.69,5.46,307.63
350,9,7,6,1.42,7.5,5.32,312.18
350,9,7,9,1.46,7.42,5.26,316.49
350,9,7,12,1.47,7.45,5.28,318.11
350,9,7,15,1.46,7.49,5.31,317.02
350,9,7,18,1.44,7.5,5.32,314.96
350,9,7,21,1.43,7.5,5.31,312.47
350,9,8,0,1.41,7.52,5.33,308.91
350,9,8,3,1.39,7.56,5.36,305.47
350,9,8,6,1.38,7.66,5.43,301.78
350,9,8,9,1.35,7.79,5.52,297.66
350,9,8,12,1.32,7.92,5.62,293.44
350,9,8,15,1.3,8.07,5.72,289.35
350,9,8,18,1.28,8.2,5.81,285.44
350,9,8,21,1.26,8.31,5.89,281.78
350,9,9,0,1.24,8.4,5.96,278.39
350,9,9,3,1.23,8.49,6.02,275.26
350,9,9,6,1.22,8.58,6.08,272.33
350,9,9,9,1.21,8.66,6.14,269.61
350,9,9,12,1.21,8.69,6.17,267.37
350,9,9,15,1.21,8.63,6.12,265.93
350,9,9,18,1.23,8.43,5.98,265.68
350,9,9,21,1.26,8.25,5.85,266.32
350,9,10,0,1.29,8.13,5.76,268.02
350,9,10,3,1.35,7.91,5.61,274.13
350,9,10,6,1.44,7.73,5.48,284.39
350,9,10,9,1.53,7.65,5.42,295.7
350,9,10,12,1.61,7.64,5.42,305.24
350,9,10,15,1.67,7.68,5.45,312.24
350,9,10,18,1.72,7.75,5.49,316.98
350,9,10,21,1.75,7.83,5.55,318.92
350,9,11,0,1.76,7.86,5.57,320.37
350,9,11,3,1.77,7.93,5.62,320.56
350,9,11,6,1.77,8.02,5.69,319.57
350,9,11,9,1.74,8.15,5.78,315.53
350,9,11,12,1.7,8.21,5.82,310.25
